land_id,nickname,describe,share_users,range
0DFD47EB8067,西行州 交通枢纽总站,,"TohoYouyouMu, LacyBarley63167, dfgzaomiao, HansarDeus, ImaoyueI, GenunineColt568, Heinrich4084, AntimatterCorp, ShiftedChara449, RiverLight38454, DoctorL06, GeeGBot, coke6263, Shiroha77, [未知:2535464158898895], [未知:2535411716292234], MarIE7943, CommetWind, StarFaith2007, HuoHua7777, Nacho Cat China","(-408,-64,98)→(-270,320,252)[主世界]"
185c8a01-047f-4f05-b49e-16f61e8b706e,611,,,"(-1299,66,-1942)→(-1267,81,-1928)[主世界]"
F7320EF7FE41,,,,"(320,-64,3696)→(479,320,3855)[主世界]"
66A38942ED8B,小木屋,,,"(3600,-64,2556)→(3604,320,2560)[主世界]"
057B5CBB683A,海边小洋房,,,"(2658,-64,-394)→(2728,320,-349)[主世界]"
046F000382FC,村庄,,MarIE7943,"(4628,-64,-568)→(4659,320,-537)[主世界]"
84EAB432E52C,[樱树乡] 冰2,"此领地属于 樱树乡 合作社的公有领地
冰2","Nacho Cat China, Carmen789321","(3894,-64,241)→(4030,320,379)[主世界]"
E028CA6B4D9E,,,,"(-3930,0,-687)→(-3928,128,-680)[下界]"
C9CFD2F89A60,云杉屋,云杉小屋,htdl19083669,"(4378,87,349)→(4379,88,350)[主世界]"
45B94B349B27,tmkzs的坟墓,,,"(3449,60,2736)→(3456,69,2744)[主世界]"
1039FAA66E8F,冰,,,"(-936,-64,2953)→(-934,320,2957)[主世界]"
38E26A27F1DB,Liangxi Pobei的第一个小家,,"[未知:2535427206900898], [未知:2535429241207712]","(2636,-64,4837)→(2645,320,4846)[主世界]"
79FAB22112E7,[地灵殿] 合作社 [地灵殿] 合作社 [地灵殿] 合作社 太阳花田,太阳花田,,"(3188,-64,5527)→(3281,320,5619)[主世界]"
263CDEE58A47,地下那个,,,"(2908,12,4885)→(2909,13,4886)[主世界]"
21B902941B08,家,,[未知:2535441575356027],"(-65,63,559)→(-36,68,580)[主世界]"
53616AE6360F,[卯月村供销合作社] 燃料机,"此领地属于 卯月村供销合作社 合作社的公有领地
燃料机","ImaoyueI, DoctorL06, MarIE7943, Mengyuan7544, kokorochan223, LingYingFox0, Teaffee4438, Ocean12000, Big chicken8959, RiverLight38454, ZiMo0512, xize2333jun, AbsurdCase40986, xiakenana, Cattle99, Luoxiyilian2313, FangZhuBingMing, siri9V4458, Stone5koishi, LeaveSharkCat, palladio6674, GenunineColt568, JiuSi0414, DaNaiLong KING, Shiroha77, SteelBag8401029, mingzhouNB666, Exusiai5871, SolidComb522181, Stone9328, Carmen789321, TanMongR233","(3800,68,2009)→(3803,71,2009)[主世界]"
362DD62435C7,,,HuoHua7777,"(3207,62,2064)→(3260,70,2087)[主世界]"
71B2B060480B,雪地农田,"此领地属于 卯月村供销合作社 合作社的公有领地
雪地农田","Ocean12000, DoctorL06, [未知:2535464158898895], youyouzi115, ZiMo0512, [未知:2535411716292234], [未知:2535410135358551], [未知:2535453930836575], Mengyuan7544, MarIE7943, ImaoyueI, kokorochan223, [未知:2535436944539373], LingYingFox0, Teaffee4438, Big chicken8959, RiverLight38454, xize2333jun, AbsurdCase40986, xiakenana, Cattle99, Qiyushishuji, [未知:2535464926219413], haaamburger1996, [未知:2535468539085416], Luoxiyilian2313, FangZhuBingMing, siri9V4458, Stone5koishi, LeaveSharkCat, palladio6674, GeeGBot, GenunineColt568, JiuSi0414, DaNaiLong KING, Shiroha77, SteelBag8401029, Soviet Union614, mingzhouNB666, Exusiai5871, SolidComb522181, Carmen789321, Stone9328, TanMongR233","(3765,-64,-753)→(3810,320,-703)[主世界]"
E56D90F5051C,是路过的爱丽丝~,,,"(4103,65,-1823)→(4114,68,-1817)[主世界]"
FC198500D606,地灵殿,（地灵殿）$n恋恋的家,,"(3514,-64,2694)→(3527,320,2708)[主世界]"
FA19D5463AF9,,,,"(160,-64,4016)→(319,320,4175)[主世界]"
9B5EEA4D2253,[樱树乡] bing6,"此领地属于 樱树乡 合作社的公有领地
bing6","Nacho Cat China, Carmen789321","(3976,-64,516)→(4057,320,650)[主世界]"
9C290A2F8E6C,[付礼皓社] 乐魂专属区,[付礼皓社] 乐魂专属区,,"(7283,96,-8863)→(7293,106,-8855)[主世界]"
002C7CA723F6, 陆珊瑚,"此领地属于 卯月村供销合作社 合作社的公有领地
卯月村仓库","[未知:2535409442693219], [未知:2535411716292234], Kaname Rana1597, AntimatterCorp, Soviet Union614, DoctorL06, Luoxiyilian2313, MarIE7943, DaNaiLong KING, RiverLight38454, Shiroha77, Mengyuan7544, SteelBag8401029, JiuSi0414, ImaoyueI, kokorochan223, LingYingFox0, Teaffee4438, Ocean12000, Big chicken8959, ZiMo0512, xize2333jun, AbsurdCase40986, xiakenana, Cattle99, FangZhuBingMing, siri9V4458, Stone5koishi, LeaveSharkCat, palladio6674, GenunineColt568, mingzhouNB666, [未知:2535469693193762], ougenduqin, Exusiai5871, [未知:2535464158898895], SolidComb522181, Stone9328, Carmen789321, TanMongR233","(3780,69,-610)→(3809,100,-565)[主世界]"
2B6E2495F882,末地工程,,"MarIE7943, GenunineColt568, Luoxiyilian2313","(-3,0,-360)→(0,256,-357)[末地]"
694FE371A87D,我的小窝,,,"(-2764,-64,-2990)→(-2750,320,-2978)[主世界]"
1ABD048585ED,,,,"(480,-64,3696)→(639,320,3855)[主世界]"
1D15FAB1C6CF,违禁品仓库,,"Luoxiyilian2313, DoctorL06, Kaname Rana1597, MarIE7943, [未知:2535409442693219], RiverLight38454, Ocean12000, Soviet Union614","(3771,56,-612)→(3789,65,-598)[主世界]"
9003BFE989CD,蝾螈温泉走廊区,,"RiverLight38454, AbruptFox116621, ImaoyueI, CommetWind","(3577,-64,1805)→(3772,320,1898)[主世界]"
082EDBFBAF3C,,,,"(2268,58,1346)→(2271,59,1351)[主世界]"
D1943CC7657D,！！！,,,"(3675,-64,2775)→(3686,320,2786)[主世界]"
239A49A87586,家,,,"(1978,63,4453)→(2007,84,4485)[主世界]"
C98047C5493A,,,,"(-9201,-64,1860)→(-9196,320,1865)[主世界]"
C9CBABB5852D,新家,,,"(3416,-64,-2258)→(3500,320,-2156)[主世界]"
745BD942BAB4,,,,"(6496,39,-6624)→(6504,43,-6618)[主世界]"
16E674B9EC79,老地方,,,"(3547,60,1302)→(3568,75,1327)[主世界]"
806247E18552,Site-CN-06 Area-6,,Soviet Union614,"(3248,-64,-432)→(3407,320,-273)[主世界]"
DC4ABEE45807,,,,"(1839,-64,4799)→(1883,320,4818)[主世界]"
807AFE6C0F8D,凋零,,,"(-204,60,2353)→(-193,70,2362)[主世界]"
9EE090DB0D33,[樱树乡] 合作社 22,[樱树乡] 合作社 22,"Nacho Cat China, Carmen789321","(3056,-64,1870)→(3125,320,1969)[主世界]"
D1966BF64A90,卯月村工业区,"此领地属于 卯月村供销合作社 合作社的公有领地
牧场","ImaoyueI, MarIE7943, Mengyuan7544, kokorochan223, LingYingFox0, DoctorL06, Teaffee4438, Ocean12000, Big chicken8959, RiverLight38454, ZiMo0512, xize2333jun, AbsurdCase40986, xiakenana, Cattle99, Luoxiyilian2313, FangZhuBingMing, siri9V4458, Stone5koishi, LeaveSharkCat, palladio6674, GenunineColt568, JiuSi0414, Kaname Rana1597, DaNaiLong KING, Shiroha77, SteelBag8401029, [未知:2535409442693219], mingzhouNB666, Exusiai5871, SolidComb522181, Stone9328, Carmen789321, TanMongR233","(3554,60,-1162)→(3636,70,-1144)[主世界]"
88921D73DAD3,[樱树乡] 合作社 25,[樱树乡] 合作社 25,"Carmen789321, Nacho Cat China","(3184,-64,1740)→(3256,320,1839)[主世界]"
E3674B5B9C76,地狱门,,,"(1576,71,853)→(1580,91,853)[主世界]"
527838173042,As的抽奖机,,,"(3379,58,2738)→(3388,66,2744)[主世界]"
4308D1008F5D,[樱树乡] 合作社 29,[樱树乡] 合作社 29,"Nacho Cat China, Carmen789321","(2880,-64,1614)→(2927,320,1759)[主世界]"
1CA89635E23D,俄勒冈豪宅,,,"(1642,66,-1614)→(1701,96,-1579)[主世界]"
17AD60324D21,超大一块地,,,"(2742,-64,1958)→(2768,320,1987)[主世界]"
CBE5EB26A1C6,末地外围,,,"(-863,123,-1942)→(-860,126,-1932)[末地]"
B8CC2199DFB0,水晶洞,,,"(3745,12,3117)→(3747,14,3120)[主世界]"
DA4CB6004477,魔法使炼金书房,$visitor的魔法不生效了，怎么回事呢？,,"(3651,72,-783)→(3703,109,-744)[主世界]"
77FD38347FED,家2.0,,,"(-276,103,1846)→(-268,105,1851)[主世界]"
D68DCEAFEE54,[樱树乡] 合作社 2,[樱树乡] 合作社 2,"[未知:2535439539737216], mengyaochenming, Nacho Cat China, Carmen789321, Kaname Rana1597","(2832,-64,1872)→(2927,320,1951)[主世界]"
650FDA3D2BE0,烂尾工程¿,,ZiMo0512,"(3260,-64,-1011)→(3364,320,-815)[主世界]"
F1B6B6EC0D92,Site-CN-06 Area-4,,Soviet Union614,"(3248,-64,-112)→(3407,320,47)[主世界]"
61E0B3055D92,§h秘密传送点-玉竹家门口-,,,"(-3415,-64,-3051)→(-3414,320,-3050)[主世界]"
5D039E5A0F0B,蝾螈温泉沙滩区,,"RiverLight38454, AbruptFox116621, ImaoyueI, CommetWind","(3577,-64,1899)→(3772,320,2009)[主世界]"
018CAD061D64,[樱树乡] bing4,"此领地属于 樱树乡 合作社的公有领地
bing4","Nacho Cat China, Carmen789321","(3730,-64,516)→(3892,320,650)[主世界]"
BB6478AB7B49,寻宝,寻宝-禁破坏,,"(-151,57,-92)→(-129,74,-72)[主世界]"
ACDFAD5A5256,云杉 红狐狸,,,"(3739,-64,3234)→(3740,320,3235)[主世界]"
17D88CE039C8,（遗址,,[未知:2535461964949076],"(3219,-64,-2506)→(3236,320,-2470)[主世界]"
2C43FC6219BF,地狱堡垒,,"Soviet Union614, [未知:2535411716292234], Qiyushishuji, HuoHua7777, Heinrich4084, Kaname Rana1597, ImaoyueI, ALEX57152, GeeGBot, [未知:2535464158898895]","(-100,0,16)→(-57,128,95)[下界]"
B23ABF03FDB3,农场,,,"(3721,68,2610)→(3753,94,2659)[主世界]"
5A848C689FA9,村庄,,,"(-6333,87,-233)→(-6329,91,-228)[主世界]"
04ED5FB6EE59,冰钓点,欢迎来体验冰钓的乐趣！,,"(3755,63,63)→(3761,67,70)[主世界]"
7B4008652297,沼泽猎场,,,"(5853,62,1565)→(5854,66,1570)[主世界]"
58413127-fc39-4b12-a53b-590c1786efe0,,,,"(3462,64,2216)→(3467,69,2232)[主世界]"
CAFA6B818A03,雪原传送点,,,"(3766,-64,2930)→(3772,320,2936)[主世界]"
1D5E330B158C,狗窝,汪汪汪,,"(3360,62,3583)→(3368,69,3591)[主世界]"
D3B3C374DEFE,玛丽的雪原小屋,,,"(4454,66,-1145)→(4485,110,-1118)[主世界]"
0D7D8914D59F,螃蟹,,,"(4443,125,3373)→(4447,128,3376)[主世界]"
9895E7F812C9,古城传送门一,,,"(-3010,-35,-5690)→(-3006,-28,-5669)[主世界]"
C16D549B3955,监守者,,,"(2830,-36,-908)→(2833,-33,-903)[主世界]"
FC0561A95671,清教-天脊,告诉我，天空有尽头吗,,"(-530,156,2248)→(-522,201,2256)[主世界]"
C65771D5558B,奶龙,,"DaNaiLong KING, ImaoyueI, [未知:2535409442693219]","(3734,-45,-566)→(3762,0,-538)[主世界]"
8BE4C39C600E,[小石社]试炼3,"此领地属于 卯月村供销合作社 合作社的公有领地
","ImaoyueI, MarIE7943, Mengyuan7544, kokorochan223, LingYingFox0, DoctorL06, Teaffee4438, Ocean12000, Big chicken8959, RiverLight38454, ZiMo0512, xize2333jun, AbsurdCase40986, xiakenana, Cattle99, Luoxiyilian2313, FangZhuBingMing, siri9V4458, Stone5koishi, LeaveSharkCat, palladio6674, GenunineColt568, JiuSi0414, DaNaiLong KING, Shiroha77, SteelBag8401029, mingzhouNB666, Exusiai5871, SolidComb522181, TohoYouyouMu, Stone9328, Carmen789321, TanMongR233","(4410,-33,6597)→(4416,-29,6606)[主世界]"
20BDEB9356F5,alex,,"ALEX57152, NeiGuiYYDS","(2307,-64,1304)→(2393,320,1412)[主世界]"
2CC960E1B015,玛莉的清闲小筑,,"ImaoyueI, [未知:2535411716292234]","(3676,67,-706)→(3706,89,-672)[主世界]"
787D3F2E8EE2,,,,"(-474,-64,514)→(-466,320,522)[主世界]"
269D5A04247A,试炼一,,,"(65830,-12,62317)→(65836,-10,62323)[主世界]"
B070679462AC,baka,,,"(468,-64,-784)→(476,320,-744)[主世界]"
33317904C1F2,凋灵,,"ImaoyueI, Kelsey3410, ALEX57152, dfgzaomiao, Qiyushishuji, Ocean12000, ZiMo0512, [未知:2535469693193762], Shiroha77, MarIE7943, [未知:2535409442693219], Carmen789321, GenunineColt568, Kaname Rana1597, Stone5koishi","(3793,-3,-684)→(3803,6,-675)[主世界]"
BC76CBEE5EF6,,,,"(640,-64,3536)→(799,320,3695)[主世界]"
D5CE5C92F29A,,,,"(320,-64,3856)→(479,320,4015)[主世界]"
27499C4AD2B7,[卯月村供销合作社] 试炼2,"此领地属于 卯月村供销合作社 合作社的公有领地
试炼2","ImaoyueI, MarIE7943, Mengyuan7544, kokorochan223, LingYingFox0, DoctorL06, Teaffee4438, Ocean12000, Big chicken8959, RiverLight38454, ZiMo0512, xize2333jun, AbsurdCase40986, xiakenana, Cattle99, Luoxiyilian2313, FangZhuBingMing, siri9V4458, Stone5koishi, LeaveSharkCat, palladio6674, GenunineColt568, JiuSi0414, DaNaiLong KING, Shiroha77, SteelBag8401029, Nacho Cat China, mingzhouNB666, Exusiai5871, SolidComb522181, Stone9328, Carmen789321, TanMongR233","(-11318,4,3918)→(-11313,8,3920)[主世界]"
F8A01E18473F,[东北国营共产会社] 掠夺者哨塔,[东北国营共产会社] 掠夺者哨塔,"AntimatterCorp, [未知:2535451244239520], CommetWind, ALEX57152, [未知:2535467352923272], [未知:2535446198053596], [未知:2535457840415065], ImaoyueI","(3072,-64,-2177)→(3133,320,-2133)[主世界]"
69C11CAF84F8,[樱树乡] 合作社 9,[樱树乡] 合作社 9,"[未知:2535439539737216], mengyaochenming, Nacho Cat China, Carmen789321","(3008,-64,1824)→(3055,320,1871)[主世界]"
3A939949C12C,烈焰人,,,"(121,68,1833)→(125,78,1836)[下界]"
B211933E241A,空岛（第4象限y-1）,,,"(1552,-64,2085)→(1699,320,2191)[主世界]"
0130B9CB2E3D,家,,,"(3547,68,-2063)→(3561,73,-2049)[主世界]"
280DCE70FEFB,家,,,"(-111,-64,-22)→(-99,320,-16)[主世界]"
8CE63C95EC79,春の港湾,,Stone5koishi,"(4708,63,-1201)→(4739,95,-1164)[主世界]"
2D533FFF7BE5,水景房,,,"(3418,-64,2785)→(3427,320,2792)[主世界]"
4B911011861B,卯月农场,,"Soviet Union614, ZiMo0512, Kaname Rana1597, [未知:2535464158898895], [未知:2535409442693219], AbruptFox116621, AntimatterCorp, RiverLight38454, MarIE7943, Stone5koishi, DoctorL06, Carmen789321, [未知:2535411716292234], Ocean12000","(4004,63,-479)→(4087,93,-399)[主世界]"
AAD27572470F,[樱树乡] bing5,"此领地属于 樱树乡 合作社的公有领地
bing5","Nacho Cat China, Carmen789321","(3893,-64,516)→(3976,320,650)[主世界]"
D0E73DDCD118,小小的隙间妖怪的小小隙间,,,"(907,-64,-1609)→(985,320,-1518)[主世界]"
8a5c3b5c-f00f-453b-ba25-c34abec7d9bc,H 001,,[未知:2535421731172696],"(3610,-64,2731)→(3668,320,2804)[主世界]"
9D25612D0616,新家,,,"(4783,-64,-2246)→(4788,320,-2236)[主世界]"
E8B6AB5680DF,[卯月村供销合作社] 卯月村委会,"此领地属于 卯月村供销合作社 合作社的公有领地
卯月村委会","Qiyushishuji, DoctorL06, ImaoyueI, MarIE7943, Mengyuan7544, kokorochan223, LingYingFox0, Teaffee4438, Ocean12000, Big chicken8959, RiverLight38454, ZiMo0512, xize2333jun, AbsurdCase40986, xiakenana, Cattle99, palladio6674","(3520,63,-666)→(3564,100,-626)[主世界]"
A53D0C821D84,安全钓鱼台,欢迎来到安全钓鱼台！$visitor！请享受捕获的乐趣！,,"(3391,63,2798)→(3397,67,2803)[主世界]"
6B4680448BDB,生存基地,,,"(-1844,80,913)→(-1841,81,916)[主世界]"
EFA7422176CF,Area-CN-20,,"CommetWind, RiverLight38454, AntimatterCorp, ALEX57152, [未知:2535436219159371], StarFaith2007, Kaname Rana1597, DoctorL06, GenunineColt568, Soviet Union614, ImaoyueI, Stone5koishi","(1283,44,238)→(1322,96,280)[下界]"
EA4846F9D1B5,[樱树乡] 合作社 13,[樱树乡] 合作社 13,"mengyaochenming, Nacho Cat China, Carmen789321","(3056,-64,1760)→(3183,320,1839)[主世界]"
9D9A80C6D0F8,沙漠,,,"(111644,-64,121079)→(111646,320,121081)[主世界]"
B6F3766E3D40,[玫瑰岛共和国] 合作社 Site-41,[玫瑰岛共和国] 合作社 Site-41,,"(25,-64,1640)→(113,320,1740)[主世界]"
3F3A82EF4B90,[白玉楼协会] 合作社 神 se,[白玉楼协会] 合作社 神 se,"youyouzi115, Shiroha77, Carmen789321, NeiGuiYYDS, DoctorL06, PLR458, E761113, ShiftedChara449, TKxiao yi, Dissenotfind, qinfeng8523, Ocean12000","(3278,-64,2281)→(3321,320,2311)[主世界]"
F46C91678A06,,,,"(1207,-64,-798)→(1227,320,-779)[主世界]"
2516ECB3A9BB,摩西之家②,摩西,,"(3338,-64,2700)→(3353,320,2727)[主世界]"
F209B0DB3FDC,[合作愉快] 箱子点,[合作愉快] 箱子点,[未知:2535462613164805],"(2942,-64,4957)→(2951,320,4966)[主世界]"
7CB5DFFDC9A2,,,,"(480,-64,4336)→(639,320,4495)[主世界]"
CE835B85CB71,,,,"(0,-64,3696)→(159,320,3855)[主世界]"
B4275AEFB7E4,不起眼的小石头~,,"SolidComb522181, [未知:2535434211057244]","(237,-64,-281)→(261,320,-254)[主世界]"
E46A9303D73B,[白玉楼协会] 合作社 紫松果种植地和能源地,"此领地属于 白玉楼协会 合作社的公有领地
紫松果种植地和能源地","youyouzi115, Shiroha77, NeiGuiYYDS, DoctorL06, PLR458, E761113, ShiftedChara449, TKxiao yi, Dissenotfind, qinfeng8523, Ocean12000","(-978,-64,335)→(-870,320,410)[主世界]"
8950C2EF97A1,,,,"(6366,-19,-6674)→(6383,2,-6655)[主世界]"
EFD09924433C,[体育部] 体育之塔,[体育部] 合作社 体育之塔,"AbruptFox116621, AntimatterCorp","(3036,-64,-2223)→(3062,320,-2197)[主世界]"
CAB812004B4E,,,,"(3495,-64,2658)→(3510,320,2658)[主世界]"
00594690A618,[樱树乡] 合作社 15,[樱树乡] 合作社 15,"[未知:2535439539737216], mengyaochenming, Nacho Cat China, Carmen789321","(2928,-64,1520)→(3055,320,1647)[主世界]"
BBB0B1C6255A,,,ImaoyueI,"(3978,-64,4647)→(4046,320,4711)[主世界]"
E22216D2CB00,,,,"(0,-64,3856)→(159,320,4015)[主世界]"
E0BCE80B3477,[魔法使会所] 合作社 魔法使會所,[魔法使会所] 合作社 魔法使會所,[未知:2535469693193762],"(3387,-64,-2067)→(3446,320,-1954)[主世界]"
2B46E8E88312,村民交易所-附属领地,[盖玛特里亚] 合作社 交易所-附属领地,,"(4208,-64,3328)→(4303,320,3535)[主世界]"
77640481AFEC,[樱树乡] 冰1,"此领地属于 樱树乡 合作社的公有领地
冰1","Nacho Cat China, Carmen789321","(3816,-64,241)→(3893,320,379)[主世界]"
843A092B9034,[小石社]试炼2,"此领地属于 卯月村供销合作社 合作社的公有领地
试炼","ImaoyueI, MarIE7943, Mengyuan7544, kokorochan223, LingYingFox0, DoctorL06, Teaffee4438, Ocean12000, Big chicken8959, RiverLight38454, ZiMo0512, xize2333jun, AbsurdCase40986, xiakenana, Cattle99, Luoxiyilian2313, FangZhuBingMing, siri9V4458, Stone5koishi, LeaveSharkCat, palladio6674, GenunineColt568, JiuSi0414, DaNaiLong KING, Shiroha77, SteelBag8401029, mingzhouNB666, Exusiai5871, SolidComb522181, TohoYouyouMu, Stone9328, Carmen789321, TanMongR233","(6191,-12,-9737)→(6198,-10,-9728)[主世界]"
7AE3BCA421D1,小麦,,htdl19083669,"(-905,62,496)→(-903,63,498)[主世界]"
1DDFE98F83A3,西行人民州联 委员会宫,,RiverLight38454,"(-726,-64,-32)→(-612,320,60)[主世界]"
2F01DC3E5774,[体育部] 海底玻璃屋,"此领地属于 体育部 合作社的公有领地
海底玻璃屋",,"(3213,-64,3569)→(3224,320,3580)[主世界]"
304C8B2D54EC,建,,,"(4491,62,1275)→(4500,63,1287)[主世界]"
21616DD0D6CC,明州,,,"(3927,64,-664)→(3959,82,-644)[主世界]"
